Data_Engineer,Data_Analyst,Data_Scientist,Business_Analyst,Business_Intelligence,Others
0.007951618,0.0016398379,1.7120808e-05,0.0068683363,3.385142e-06,0.95055604
0.7453838,2.8409475e-05,3.5266137e-05,0.0039179595,3.55687e-05,0.2824501
4.0204348e-05,4.1404994e-05,0.004286036,0.06940437,0.0014411927,0.9740265
0.00015560343,0.0023903186,2.258614e-05,0.013338464,0.0003464329,0.9762137
0.989107,0.9997909,0.028074965,0.0012305523,1.071078e-05,3.340152e-08
9.976014e-07,0.999999,1.6598581e-06,0.00037925056,5.0343384e-05,5.249347e-08
6.839313e-06,7.388182e-05,2.120689e-06,0.017564973,0.91186535,0.050260972
0.0003131357,0.015943374,0.004179564,0.16243793,0.006579438,0.61233264
9.319128e-06,0.99999917,1.0043216e-08,3.233112e-05,1.301746e-07,1.374227e-06
3.2514505e-05,0.0042104963,0.00019738688,0.02576288,0.0030574172,0.8694383
8.417589e-06,0.9999995,1.691381e-07,0.00031500717,7.7531455e-05,6.583274e-09
1.8246414e-05,0.9999995,3.589939e-07,7.358517e-05,4.060836e-05,1.1804471e-08
0.5659041,2.0023625e-05,0.4888717,0.0042070313,1.6618362e-05,0.0239503
6.055699e-09,0.9999999,1.5440832e-09,0.0008279529,8.377179e-06,8.3312495e-09
5.022724e-07,0.998947,1.7715932e-06,0.01689915,0.03540815,1.1698603e-05
6.600738e-05,0.9999788,8.417164e-05,0.013648321,9.180715e-06,1.7468861e-07
8.6326315e-07,0.9999944,3.2266466e-06,0.004738195,3.3397624e-05,6.797955e-08
0.0009710347,0.007839905,0.18602405,0.44279665,0.20739861,0.0715822
1.3246269e-13,0.10368602,3.4625484e-14,3.7967386e-08,2.318782e-06,0.9960321
1.1881666e-10,0.9999962,3.1503795e-13,1.0342512e-06,3.6862448e-06,6.592296e-05
0.001043657,7.352595e-06,0.0059570516,0.24487564,3.9407196e-06,0.8434128
7.659266e-06,0.99927056,0.010144058,0.028193269,1.2485897e-05,5.1480106e-06
2.106991e-06,0.5694392,8.762689e-09,0.00015427129,0.0004347465,0.73970115
0.93231106,3.174459e-05,0.14623229,0.20562455,6.3758616e-06,0.0030267313
1.6245681e-06,0.006722617,9.866976e-07,0.05888957,9.001254e-05,0.8428737
5.9467354e-08,0.10594693,1.8502361e-10,3.0476875e-05,0.000103899976,0.8762553
1.0883217e-07,0.0013627276,3.8095473e-09,0.0036217337,0.92449844,0.003240602
1.61513e-05,0.9999155,6.4648906e-05,0.0068356087,4.2621573e-07,5.04342e-06
0.00010553479,0.9989645,0.0003635958,0.118250795,0.00024048392,1.6764774e-05
4.8277365e-05,0.088480935,2.669385e-05,0.010584282,0.021093601,0.46198782
0.0060189897,0.0032168743,0.097407,0.12190932,2.8959425e-05,0.30178544
0.018496929,0.00010163236,0.03608597,0.0126408655,0.0015901952,0.783706
0.7813086,2.5865454e-06,0.08409706,0.022613676,5.98704e-05,0.051232368
4.767546e-09,1.0,6.623155e-11,0.00012779732,1.117879e-07,2.5040785e-08
0.87325174,1.08223585e-05,0.961533,0.12997843,0.00013824605,0.00041454507
4.262643e-09,0.99967974,7.979775e-11,1.6016895e-06,4.798347e-06,0.04666633
0.9901099,0.00019110742,1.4621386e-07,0.0010688154,4.1445915e-08,0.011101159
6.484761e-08,0.9999986,3.079676e-08,0.00025245498,2.3847566e-05,3.8653806e-07
0.13444985,0.0015330316,0.6357935,0.62283313,0.0048810057,0.12238123
8.701265e-05,0.99985284,0.0001535091,0.0027037414,1.5451379e-06,3.7973143e-06
5.9707105e-05,0.99987286,0.00053541805,0.027975677,1.2422842e-05,1.5226777e-07
1.5055485e-05,0.9998874,0.00043808005,0.0023020392,1.8468309e-07,8.918059e-07
7.384568e-05,0.9958959,0.056245204,0.008956373,6.8611376e-07,6.173185e-07
0.33648932,0.006050937,2.0609816e-05,0.021378888,6.535342e-05,0.45433697
2.180242e-08,0.9999996,2.1552256e-10,0.00012337646,2.7371498e-09,3.0813144e-06
1.7980717e-07,0.00083042955,6.99376e-07,0.006609151,0.8338895,0.4192161
3.4661616e-06,0.98808753,2.5391507e-06,0.09599063,0.465627,6.671579e-06
3.4686676e-07,0.00077719527,4.433094e-06,0.05162472,0.9972997,0.0019008929
4.2151098e-07,0.26969588,3.98234e-09,0.00015475201,6.8386405e-05,0.8637212
4.3643962e-05,0.017471405,2.562438e-06,0.051656947,0.00011510908,0.5677665
0.00011119398,0.0761845,7.94384e-06,0.041801665,0.013686162,0.32088706
0.94011164,8.0707906e-07,0.007769629,0.031641964,2.845764e-06,0.022171872
7.676836e-07,0.99999416,2.1316418e-09,0.00028801602,4.8446864e-06,1.0797212e-06
4.8261532e-05,0.032146633,0.0887573,0.61791956,0.00063139905,0.012601906
0.017901527,0.0028123853,0.8900948,0.5468646,3.6539743e-05,0.052004118
9.751039e-06,0.99890524,2.480178e-05,0.019683812,0.0004767649,7.826455e-05
0.01949088,0.0018901575,0.00046636883,0.0039274064,0.0015813082,0.9623143
2.5224457e-05,0.99860895,0.00024160593,0.026001714,0.00030626325,0.00012230269
0.9999953,1.1821342e-09,0.18036687,0.002682631,2.8051528e-11,3.960398e-07
0.0020033428,0.00019484007,1.9971256e-05,0.001361728,0.000682729,0.9768969
0.00098752,0.0034644257,0.108436406,0.55176735,0.044134516,0.244127
0.0002614901,0.99968535,0.0031796712,0.030839048,1.48772e-06,3.970132e-07
0.31222758,0.0016994423,0.009101093,0.44237646,0.0014981313,0.0881387
0.18711415,0.00012769818,0.68484867,0.08880483,0.002642995,0.195007
0.0004795749,0.0048383446,2.5119794e-05,0.00050263415,0.00022519188,0.9891263
1.1333294e-05,0.9999787,7.4275573e-07,0.0010662392,2.4486374e-07,3.603801e-06
0.00051028,0.0009875469,0.012406469,0.008868923,8.953211e-05,0.89864117
0.01185062,3.0755848e-07,0.98380274,0.0022140362,1.713422e-05,0.10789295
3.414779e-05,8.637361e-05,2.1121183e-05,0.008151066,3.8908993e-06,0.99717844
1.7854761e-06,0.04989636,5.8738174e-06,0.018535594,0.0029163556,0.78876096
7.236102e-07,0.9969107,0.00044606713,0.31487927,7.333017e-09,1.3890455e-05
0.00031137187,0.00042183578,0.00018978963,0.002435589,1.01754146e-07,0.99089587
0.013873378,0.0025855764,0.0037406408,0.047934424,0.00039239306,0.8050966
1.5316857e-06,0.01835064,2.1323696e-09,2.816072e-05,4.1552295e-05,0.9727366
0.0004342164,0.0055401437,6.058799e-05,0.033911396,0.0001794804,0.9143906
0.00019340745,0.001683623,0.0012037624,0.0827163,2.0761894e-05,0.8448227
0.17868948,3.318912e-05,0.0024716756,0.08958668,1.9029366e-07,0.43882805
0.043921493,0.00067623367,1.0200282e-05,0.0051142583,1.7162937e-07,0.5923543
0.012258261,0.005959444,0.00037492,0.07127239,0.00050054456,0.85187006
6.238715e-05,0.9998358,4.5731344e-06,0.00227556,0.000113588336,0.00024097187
4.1528474e-06,1.0,6.830089e-10,9.309792e-06,1.2880831e-06,3.265629e-08
3.5454847e-05,0.9997011,0.00077833043,0.073883854,4.8571446e-06,4.3061763e-07
0.00034356504,0.99297,0.0048352648,0.10312878,0.00040200437,9.007298e-05
0.00035392767,0.010421204,0.0079066735,0.028075377,0.008271051,0.72862166
2.2393031e-07,0.9625143,5.284739e-08,0.01722091,0.7312564,1.5400155e-05
1.514096e-10,0.9999935,6.842257e-13,1.1837072e-06,1.0760298e-06,0.00025188277
0.9997647,2.6597507e-07,0.013613035,0.016324792,2.7582454e-08,4.7422356e-05
7.90198e-05,0.0005468946,0.0004816456,0.07102245,0.9963943,0.004897205
0.0006491161,0.0016840918,0.0037321227,0.12129101,0.0061212494,0.80719244
8.971939e-06,0.00015078866,0.00020868402,0.30419365,0.99252224,0.006309269
0.00044034325,0.054175913,0.005113372,0.011641528,8.325324e-05,0.40453565
3.3090114e-07,0.37928194,7.192105e-07,0.009815919,0.016482316,0.06798186
0.5020879,7.267566e-05,0.14121418,0.0031083347,5.319528e-08,0.1484052
2.3887535e-06,0.99999326,5.1013953e-06,0.02699639,1.13694476e-07,1.3332529e-07
1.867033e-07,0.061804116,7.833896e-08,0.0008974951,0.009940134,0.715519
5.9668168e-05,0.9999841,2.6888172e-06,0.0011923613,4.1171455e-07,1.4306513e-06
2.0426922e-05,0.034762792,4.0413947e-06,0.0025283066,0.026687535,0.47842273
0.00037363337,0.0003532833,0.0018094186,0.21464129,0.0002597492,0.92387295
5.1148476e-07,0.016101599,3.288249e-07,0.0019514647,0.05149276,0.75039494
7.0816524e-05,0.98420644,0.22061722,0.21426436,5.961362e-07,1.1002369e-06
0.9999999,7.9649336e-11,0.008570809,9.681823e-05,8.806848e-11,9.463691e-09
0.0019096679,0.016124949,0.5104409,0.92643064,0.0008208057,0.020014077
0.9966367,0.18985088,0.08958346,0.28508955,9.06684e-08,3.6743606e-07
